Time,Amp
0.0,0.0016428714672206597
4.1666666666666665e-05,0.0016643579669263183
8.333333333333333e-05,0.0016858269198056985
0.000125,0.0017072771056250574
0.00016666666666666666,0.0017287073071566407
0.00020833333333333335,0.0017501163104656475
0.00025,0.0017715029051971372
0.0002916666666666667,0.0017928658848627174
0.0003333333333333333,0.001814204047126031
0.000375,0.0018355161940854692
0.0004166666666666667,0.0018568011325523829
0.0004583333333333333,0.0018780576743233793
0.0005,0.0018992846364459825
0.0005416666666666666,0.0019204808414774858
0.0005833333333333334,0.0019416451177371127
0.000625,0.001962776299551995
0.0006666666666666666,0.0019838732274981294
0.0007083333333333334,0.002004934748637677
0.00075,0.0020259597167533038
0.0007916666666666666,0.002046946992579632
0.0008333333333333334,0.002067895444032001
0.000875,0.0020888039464333564
0.0009166666666666666,0.0021096713827402566
0.0009583333333333333,0.002130496643768255
0.001,0.0021512786284161732
0.0010416666666666667,0.0021720162438886403
0.0010833333333333333,0.00219270840591614
0.001125,0.002213354038971385
0.0011666666666666668,0.0022339520764807176
0.0012083333333333334,0.0022545014610296952
0.00125,0.0022750011445626613
0.0012916666666666667,0.0022954500885765295
0.0013333333333333333,0.0023158472643088988
0.001375,0.002336191652920286
0.0014166666666666668,0.002356482245670124
0.0014583333333333334,0.002376718044086357
0.0015,0.002396898060128564
0.0015416666666666667,0.0024170213163444386
0.0015833333333333333,0.0024370868460191313
0.001625,0.0024570936933167144
0.0016666666666666668,0.002477040913413207
0.0017083333333333334,0.002496927572620966
0.00175,0.002516752748504342
0.0017916666666666667,0.0025365155299866037
0.0018333333333333333,0.0025562150174485393
0.001875,0.0025758503228193157
0.0019166666666666666,0.002595420569659976
0.001958333333333333,0.0026149248932397255
0.002,0.002634362440605155
0.0020416666666666665,0.002653732370642713
0.0020833333333333333,0.0026730338541348284
0.002125,0.0026922660738097045
0.0021666666666666666,0.0027114282243841143
0.0022083333333333334,0.0027305195125985624
0.00225,0.002749539157245051
0.0022916666666666667,0.0027684863891883414
0.0023333333333333335,0.0027873604513812163
0.002375,0.0028061605988734415
0.002416666666666667,0.0028248860988139496
0.002458333333333333,0.002843536230446123
0.0025,0.002862110285096165
0.0025416666666666665,0.0028806075661543854
0.0025833333333333333,0.002899027389049313
0.002625,0.0029173690812147857
0.0026666666666666666,0.002935631982050009
0.0027083333333333334,0.0029538154428721012
0.00275,0.0029719188268603975
0.0027916666666666667,0.002989941508991956
0.0028333333333333335,0.003007882875967891
0.002875,0.003025742326130162
0.002916666666666667,0.003043519269368536
0.002958333333333333,0.003061213127017749
0.003,0.0030788233317453483
0.0030416666666666665,0.003096349327431182
0.0030833333333333333,0.0031137905690400256
0.003125,0.0031311465224890824
0.0031666666666666666,0.0031484166645115
0.0032083333333333334,0.0031656004825161683
0.00325,0.0031826974744440088
0.0032916666666666667,0.003199707148621988
0.0033333333333333335,0.003216629023616867
0.003375,0.0032334626280902876
0.003416666666666667,0.0032502075006555805
0.0034583333333333332,0.0032668631897359293
0.0035,0.003283429253423354
0.0035416666666666665,0.0032999052593379067
0.0035833333333333333,0.0033162907844863304
0.003625,0.003332585415119821
0.0036666666666666666,0.0033487887465912373
0.0037083333333333334,0.0033649003832122784
0.00375,0.0033809199381106855
0.0037916666666666667,0.0033968470330875086
0.003833333333333333,0.0034126812984749642
0.003875,0.003428422372995864
0.003916666666666666,0.0034440699036255326
0.003958333333333334,0.0034596235454566037
0.004,0.0034750829615666735
0.0040416666666666665,0.0034904478228888385
0.004083333333333333,0.003505717808085085
0.004125,0.0035208926034223193
0.004166666666666667,0.003535971902651011
0.004208333333333333,0.003550955406887041
0.00425,0.0035658428244976356
0.004291666666666667,0.0035806338709922173
0.004333333333333333,0.003595328268918997
0.004375,0.003609925747768117
0.004416666666666667,0.003624426043881978
0.004458333333333333,0.0036388289003729656
0.0045,0.0036531340670480856
0.004541666666666667,0.0036673413003392333
0.004583333333333333,0.003681450363237665
0.004625,0.0036954610252322375
0.004666666666666667,0.0037093730622522634
0.0047083333333333335,0.0037231862566161904
0.00475,0.0037369003969869043
0.004791666666666666,0.0037505152783339547
0.004833333333333334,0.003764030701902522
0.004875,0.0037774464751888495
0.004916666666666666,0.003790762411922184
0.004958333333333334,0.003803978332053703
0.005,0.0038170940617530714
0.0050416666666666665,0.0038301094334131946
0.005083333333333333,0.0038430242856628675
0.005125,0.0038558384633859306
0.005166666666666667,0.0038685518177453268
0.005208333333333333,0.0038811642062110546
0.00525,0.0038936754925912517
0.005291666666666667,0.003906085547065473
0.005333333333333333,0.003918394246219045
0.005375,0.0039306014730776904
0.005416666666666667,0.0039427071171425285
0.005458333333333333,0.003954711074426596
0.0055,0.003966613247494366
0.005541666666666667,0.003978413545504902
0.005583333333333333,0.0039901118842582475
0.005625,0.004001708186244563
0.005666666666666667,0.004013202380696374
0.0057083333333333335,0.004024594403645239
0.00575,0.00403588419798402
0.005791666666666666,0.00404707171353482
0.005833333333333334,0.004058156907121217
0.005875,0.004069139742642626
0.005916666666666666,0.004080020191149044
0.005958333333333334,0.004090798230915639
0.006,0.004101473847517466
0.0060416666666666665,0.0041120470339044805
0.006083333333333333,0.004122517790476632
0.006125,0.004132886125158915
0.006166666666666667,0.004143152053476381
0.006208333333333333,0.004153315598628965
0.00625,0.004163376791565495
0.006291666666666667,0.004173335671055901
0.006333333333333333,0.004183192283760723
0.006375,0.004192946684297383
0.006416666666666667,0.004202598935302867
0.006458333333333333,0.004212149107492448
0.0065,0.004221597279714167
0.006541666666666667,0.004230943538998924
0.006583333333333333,0.0042401879806061495
0.006625,0.004249330708065126
0.006666666666666667,0.004258371833212129
0.0067083333333333335,0.004267311476223669
0.00675,0.00427614976564596
0.006791666666666666,0.004284886838420553
0.006833333333333334,0.004293522839905854
